"","X","Lng","Lat","Cid","tradeTime","DOM","followers","totalPrice","price","square","livingRoom","drawingRoom","kitchen","bathRoom","floor","buildingType","constructionTime","renovationCondition","buildingStructure","ladderRatio","elevator","fiveYearsProperty","subway","district","communityAverage"
"221726",221726,116.3536,39.87829,1111027379895,"2015-12-13",7,0,353,44644,79.07,2,1,1,1,19,"Tower",1997,"Hardcover","Steel/Concrete",0.25,"Has_Elevator","Ownership > 5y","No_Subway","FengTai",66214
"95229",95229,116.338639,40.079333,1111027378111,"2013-03-02",7,0,338,23940,141.19,3,2,1,2,6,"Plate",2003,"Other","Mixed",0.5,"No_elevator","Ownership > 5y","Has_Subway","ChangPing",40638
"123834",123834,116.471006,40.016871,1111027379372,"2012-09-11",1,0,412,37316,110.41,3,2,1,2,26,"Plate/Tower",2007,"Other","Steel/Concrete",1,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",82517
"290020",290020,116.345,39.89174,1111027381801,"2015-08-09",1,0,200,50429,39.66,1,0,1,1,20,"Plate/Tower",2004,"Other","Steel/Concrete",0.286,"Has_Elevator","Ownership < 5y","Has_Subway","XiCheng",89350
"64601",64601,116.518854,39.939588,1111027374656,"2017-03-16",18,52,870,64999,133.85,3,2,1,2,18,"Plate/Tower",2006,"Hardcover","Steel/Concrete",0.4,"Has_Elevator","Ownership < 5y","No_Subway","ChaoYang",58092
"193540",193540,116.437956,39.926419,1111027381160,"2016-02-01",1,12,503,67626,74.38,2,1,1,1,15,"Plate/Tower",2006,"Hardcover","Steel/Concrete",1,"Has_Elevator","Ownership < 5y","Has_Subway","DongCheng",92522
"240937",240937,116.3362,39.9322,1111027374608,"2015-06-18",7,8,205,47675,43,1,1,1,1,12,"Plate/Tower",1995,"Hardcover","Steel/Concrete",0.2,"Has_Elevator","Ownership < 5y","Has_Subway","HaiDian",83944
"205027",205027,116.346109,39.756539,1111027375859,"2016-06-11",7,4,175,31340,55.84,2,1,1,1,6,"Plate",1992,"Hardcover","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","FaXing",39243
"256039",256039,116.21,39.91974,1111027375873,"2016-01-27",1,24,256,32447,78.9,3,1,1,1,16,"Tower",1986,"Hardcover","Steel/Concrete",0.286,"Has_Elevator","Ownership < 5y","No_Subway","ShiJingShan",47270
"124401",124401,116.483671,39.895896,1111027374188,"2013-03-25",7,0,433,42339,102.27,2,2,1,1,16,"Plate/Tower",2004,"Other","Steel/Concrete",0.5,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",75539
"179588",179588,116.449979,39.912338,1111027376849,"2016-04-11",7,1,880,42178,208.64,3,2,1,1,25,"Tower",2004,"Simplicit","Steel/Concrete",0.3,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",70921
"105536",105536,116.265066,40.166068,1111027379515,"2015-07-12",1,0,146,23171,63.01,2,1,1,1,18,"Plate",2009,"Other","Steel/Concrete",0.143,"Has_Elevator","Ownership > 5y","No_Subway","ChangPing",45933
"30535",30535,116.343245,39.900529,1111027378998,"2017-02-21",178,307,412,78492,52.49,1,0,1,1,20,"Tower",2008,"Hardcover","Steel/Concrete",0.158,"Has_Elevator","Ownership > 5y","Has_Subway","XiCheng",92360
"274669",274669,116.3483,39.89278,1111027378040,"2012-08-03",1,0,148,40682,36.38,1,1,1,1,16,"Plate",2003,"Other","Steel/Concrete",0.333,"Has_Elevator","Ownership > 5y","Has_Subway","XiCheng",97655
"121984",121984,116.447876,39.960179,1111027382562,"2012-07-17",7,0,164.5,30463,54,1,0,1,1,6,"Plate",1983,"Other","Mixed",0.333,"No_elevator","Ownership > 5y","No_Subway","ChaoYang",65616
"160213",160213,116.46603,40.011663,1111027373694,"2015-09-24",1,1,410,62932,65.15,1,0,1,1,28,"Plate",2010,"Other","Steel/Concrete",0.667,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",102606
"37012",37012,116.362593,39.940019,1111027381458,"2016-09-26",6,25,510,97515,52.3,2,1,1,1,22,"Tower",1989,"Simplicit","Steel/Concrete",0.25,"Has_Elevator","Ownership > 5y","Has_Subway","XiCheng",100239
"174514",174514,116.500597,39.97137,1111027377469,"2016-01-30",1,5,205,37519,54.64,2,1,1,1,6,"Plate",1984,"Simplicit","Steel/Concrete",0.333,"No_elevator","Ownership < 5y","Has_Subway","ChaoYang",52012
"69462",69462,116.463907,40.007017,1111027379082,"2017-10-18",206,124,630,58404,107.87,3,1,1,1,24,"Tower",1999,"Hardcover","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","No_Subway","ChaoYang",59023
"22553",22553,116.254212,40.216336,1111027377222,"2016-07-31",3,7,182,27140,67.06,2,1,1,1,6,"Plate",1994,"Hardcover","Mixed",0.333,"No_elevator","Ownership < 5y","No_Subway","ChangPing",38062
"69795",69795,116.669984,40.190146,1111027378015,"2017-04-14",15,12,388,45196,85.85,2,1,1,1,15,"Plate",2014,"Other","Steel/Concrete",0.667,"Has_Elevator","Ownership > 5y","No_Subway","MenTouGou",37328
"243619",243619,116.2877,39.93191,1111027376896,"2015-07-14",1,8,283,50536,56,2,1,1,1,6,"Plate",1996,"Hardcover","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","HaiDian",72311
"74310",74310,116.609957,39.91983,1111027375945,"2017-07-24",60,95,662,54929,120.52,3,2,1,2,28,"Plate/Tower",2007,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",54263
"84274",84274,116.247008,39.906426,1111027382209,"2017-11-10",45,51,383,62005,61.77,1,1,1,1,26,"Plate/Tower",2007,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership < 5y","No_Subway","ShiJingShan",64222
"200157",200157,116.344664,39.802705,1111027380687,"2014-12-27",1,7,181.6,20025,90.69,2,1,1,1,6,"Plate",1999,"Hardcover","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","FaXing",41367
"113333",113333,116.471754,40.02946,1111027376127,"2012-02-12",7,0,225,22859,98.43,2,2,1,1,25,"Plate/Tower",2009,"Other","Steel/Concrete",0.667,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",76292
"89601",89601,116.121964,39.939762,1111027375862,"2012-09-01",1,0,132.5,17023,77.84,2,1,0,1,6,"Plate",2002,"Simplicit","Mixed",0.5,"No_elevator","Ownership > 5y","No_Subway","ShunYi",37588
"194198",194198,116.414432,39.977111,1111027375569,"2016-04-12",7,12,298,74130,40.2,1,1,1,1,18,"Tower",1996,"Simplicit","Steel/Concrete",0.333,"Has_Elevator","Ownership < 5y","Has_Subway","DongCheng",87505
"273275",273275,116.6892,39.87324,1111027376743,"2016-02-28",7,18,148,34612,42.76,1,0,1,1,11,"Plate",2007,"Hardcover","Steel/Concrete",0.25,"Has_Elevator","Ownership > 5y","No_Subway","TongZhou",49350
"103815",103815,116.423882,40.122853,1111027380174,"2015-06-02",7,2,230,19527,117.79,2,2,1,2,6,"Plate",2001,"Hardcover","Mixed",0.333,"No_elevator","Ownership < 5y","No_Subway","ChangPing",38119
"213457",213457,116.4388,39.85422,1111027382728,"2014-01-13",1,60,299,28739,104.04,2,2,1,1,11,"Plate/Tower",2003,"Other","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","Has_Subway","FengTai",50347
"209675",209675,116.441502,39.872065,1111027374184,"2012-11-08",7,0,185,29506,62.7,2,1,1,1,25,"Tower",1995,"Other","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","Has_Subway","FengTai",60647
"169058",169058,116.489739,39.939299,1111027378069,"2015-11-03",7,2,430,38414,111.94,2,2,1,1,29,"Tower",2000,"Hardcover","Steel/Concrete",0.375,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",74468
"3849",3849,116.421749,39.978036,1111027379248,"2016-06-16",73,62,235.5,56530,41.66,1,1,1,1,6,"Plate",1988,"Simplicit","Mixed",0.333,"No_elevator","Ownership < 5y","Has_Subway","ChaoYang",67681
"147564",147564,116.489254,40.006445,1111027376202,"2014-10-23",7,1,221,35175,62.83,1,1,1,1,25,"Plate/Tower",2006,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",75993
"275000",275000,116.3498,39.92528,1111027379412,"2012-04-08",7,0,336,40000,84,3,1,1,1,6,"Plate",1992,"Other","Mixed",0.333,"No_elevator","Ownership < 5y","No_Subway","XiCheng",110628
"96093",96093,116.416156,40.082585,1111027380054,"2013-05-22",7,1,238,14507,164.06,3,2,1,2,13,"Plate",2000,"Other","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","Has_Subway","ChangPing",33820
"130150",130150,116.488479,39.993976,1111027377281,"2013-03-18",7,0,570,35295,161.5,3,2,1,2,27,"Plate/Tower",2006,"Other","Steel/Concrete",1,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",70650
"194888",194888,116.342088,39.749733,1111027378968,"2011-11-26",7,0,110,13331,82.52,2,1,1,1,6,"Plate",1993,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","FaXing",41149
"146670",146670,116.512916,39.966511,1111027374215,"2015-05-16",1,38,149.3,35976,41.5,1,0,1,1,24,"Tower",2008,"Simplicit","Steel/Concrete",0.286,"Has_Elevator","Ownership < 5y","No_Subway","ChaoYang",57709
"4704",4704,116.524034,39.828866,1111040862975,"2016-07-08",85,20,300,37975,79,2,1,1,1,9,"Plate/Tower",2010,"Other","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","No_Subway","FaXing",49524
"207938",207938,116.405333,39.816466,1111027378662,"2012-04-14",7,0,87.2,16472,52.94,1,1,1,1,6,"Plate",1995,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","FengTai",43943
"67238",67238,116.529205,39.926332,1111027379805,"2017-03-15",5,0,790,90586,87.21,2,1,1,1,25,"Plate/Tower",2009,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",77472
"96048",96048,116.330198,40.074228,1111027381003,"2013-05-11",7,0,281,32561,86.3,2,2,1,1,20,"Plate/Tower",2007,"Other","Steel/Concrete",0.667,"Has_Elevator","Ownership < 5y","Has_Subway","ChangPing",50205
"40230",40230,116.372382,39.958962,1111027382609,"2016-12-03",60,79,425,83827,50.7,2,1,1,1,5,"Plate",1982,"Hardcover","Mixed",0.333,"No_elevator","Ownership > 5y","Has_Subway","HaiDian",84206
"213801",213801,116.3495,39.87281,1111027377485,"2014-01-22",1,3,346,42444,81.52,2,2,1,1,25,"Tower",2007,"Other","Steel/Concrete",0.5,"Has_Elevator","Ownership < 5y","No_Subway","FengTai",61773
"238859",238859,116.3173,40.06297,1111046327190,"2014-10-27",7,1,348,39813,87.41,1,2,1,1,15,"Plate",2008,"Other","Steel/Concrete",0.5,"Has_Elevator","Ownership < 5y","Has_Subway","HaiDian",78657
"59374",59374,116.689177,39.931339,1111043481761,"2017-02-13",6,0,241,60070,40.12,1,0,1,1,27,"Tower",2012,"Hardcover","Steel/Concrete",0.333,"Has_Elevator","Ownership > 5y","No_Subway","TongZhou",58577
"223047",223047,116.4305,39.79321,1111027377532,"2016-02-27",7,11,294,29173,100.78,2,1,1,1,6,"Plate",2002,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","FengTai",41507
"185891",185891,116.410089,39.879705,1111027381583,"2013-03-02",7,0,201,39905,50.37,2,1,1,1,6,"Plate",1976,"Other","Mixed",0.333,"No_elevator","Ownership < 5y","Has_Subway","DongCheng",73591
"275057",275057,116.3459,39.8892,1111027375089,"2012-02-05",7,0,140,24138,58,2,1,1,1,6,"Plate",1989,"Other","Mixed",0.333,"No_elevator","Ownership > 5y","Has_Subway","XiCheng",78754
"147281",147281,116.476682,39.934282,1111027379873,"2014-09-14",7,2,220,38442,57.23,2,1,1,1,16,"Tower",1984,"Simplicit","Steel/Concrete",0.286,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",66764
"146053",146053,116.4388,40.054941,1111027375158,"2014-10-12",7,5,266,50237,52.95,2,1,1,2,17,"Plate/Tower",2011,"Hardcover","Steel/Concrete",0.174,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",77695
"18212",18212,116.340633,39.891697,1111027375126,"2016-08-30",53,58,308,77877,39.55,1,1,1,1,6,"Plate",1988,"Hardcover","Mixed",0.167,"No_elevator","Ownership > 5y","Has_Subway","XiCheng",86538
"54860",54860,116.293444,40.037849,1111027382732,"2017-01-02",2,2,495,77490,63.88,2,1,1,1,6,"Plate",1995,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","HaiDian",65588
"105414",105414,116.416156,40.082585,1111027380054,"2015-12-15",7,28,275,13988,196.6,3,2,1,2,32,"Tower",2003,"Rough","Steel/Concrete",0.5,"Has_Elevator","Ownership < 5y","Has_Subway","ChangPing",33820
"1870",1870,116.262442,39.897184,1111027376635,"2016-08-15",159,46,216,37776,57.18,1,1,1,1,24,"Tower",2000,"Simplicit","Steel/Concrete",0.2,"Has_Elevator","Ownership > 5y","No_Subway","FengTai",48789
"147748",147748,116.508281,39.915816,1111027379834,"2014-12-27",7,15,279,31673,88.09,2,1,1,1,6,"Plate",2008,"Hardcover","Steel/Concrete",0.2,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",58955
"228063",228063,116.3303,39.98434,1111027373798,"2012-05-31",1,0,445,53809,82.7,3,1,1,1,5,"Plate",1984,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","HaiDian",114107
"103679",103679,116.425304,40.112553,1111027378310,"2015-04-26",1,2,212,19372,109.44,2,1,1,2,6,"Plate",2004,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","ChangPing",41888
"64294",64294,116.233257,39.89514,1111027377149,"2017-03-15",18,14,448,67006,66.86,1,1,1,1,8,"Plate",2011,"Hardcover","Steel/Concrete",0.333,"Has_Elevator","Ownership > 5y","No_Subway","ShiJingShan",55180
"17205",17205,116.265066,40.166068,1111027379515,"2016-07-22",18,14,180,30000,60,2,1,1,1,18,"Plate",2009,"Hardcover","Steel/Concrete",0.125,"Has_Elevator","Ownership > 5y","No_Subway","ChangPing",45933
"275660",275660,116.3432,39.90053,1111027378998,"2012-05-16",7,0,61,27136,22.48,1,1,1,1,26,"Tower",2006,"Other","Steel/Concrete",0.111,"Has_Elevator","Ownership > 5y","Has_Subway","XiCheng",92360
"16098",16098,116.423696,39.904185,1111027381167,"2016-08-25",57,37,380,39584,96,1,1,1,1,16,"Tower",1996,"Hardcover","Steel/Concrete",0.125,"Has_Elevator","Ownership > 5y","Has_Subway","DongCheng",51331
"257106",257106,116.1629,39.93901,1111027378401,"2015-11-06",7,18,126,23325,54.02,2,1,1,1,6,"Plate",1990,"Rough","Steel/Concrete",0.333,"No_elevator","Ownership < 5y","No_Subway","ShiJingShan",39314
"159632",159632,116.374132,40.022733,1111027379069,"2015-07-04",7,3,1051,59534,176.54,4,2,1,2,15,"Plate/Tower",2008,"Hardcover","Steel/Concrete",1,"Has_Elevator","Ownership < 5y","No_Subway","ChaoYang",90299
"45180",45180,116.438986,39.853197,1111027382725,"2017-01-18",78,133,321,48155,66.66,1,2,1,1,21,"Plate/Tower",2004,"Simplicit","Steel/Concrete",0.333,"Has_Elevator","Ownership < 5y","Has_Subway","FengTai",48897
"121324",121324,116.487808,39.889853,1111027378758,"2012-06-26",7,0,120,25116,47.78,1,1,1,1,6,"Plate",1994,"Other","Brick/Concrete",0.333,"No_elevator","Ownership < 5y","No_Subway","ChaoYang",58444
"49060",49060,116.353316,39.922068,1111027382091,"2016-12-18",22,39,435,105327,41.3,1,1,1,1,6,"Plate",1993,"Hardcover","Mixed",0.1,"No_elevator","Ownership > 5y","No_Subway","XiCheng",105953
"259284",259284,116.6484,40.13757,1111027381324,"2012-08-18",7,0,81.5,12892,63.22,2,1,1,1,5,"Plate",1994,"Other","Mixed",0.5,"No_elevator","Ownership > 5y","Has_Subway","MenTouGou",39215
"19481",19481,116.341759,39.755588,1111027376441,"2016-07-22",8,3,362,43615,83,2,2,1,1,16,"Plate/Tower",2007,"Other","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","Has_Subway","FaXing",46505
"10415",10415,116.338231,39.97411,1111027378409,"2016-07-31",58,7,789.8,67505,117,3,1,1,1,24,"Tower",1999,"Hardcover","Steel/Concrete",0.3,"Has_Elevator","Ownership > 5y","Has_Subway","HaiDian",83520
"199199",199199,116.341599,39.726005,1111027376726,"2014-03-16",7,10,190.5,22196,85.83,3,1,1,1,6,"Plate",1994,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","FaXing",37374
"56213",56213,116.475046,39.88209,1111027380436,"2017-02-14",36,66,320,61480,52.05,2,1,1,1,6,"Plate",1985,"Simplicit","Mixed",0.2,"No_elevator","Ownership > 5y","Has_Subway","ChaoYang",57814
"160391",160391,116.594801,39.928019,1111027375966,"2015-10-21",7,2,648,23443,276.42,4,3,1,3,19,"Tower",2004,"Other","Steel/Concrete",0.5,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",55339
"203968",203968,116.439326,39.821816,1111027376790,"2016-02-21",7,5,181.5,31353,57.89,1,1,1,1,6,"Plate",2007,"Simplicit","Steel/Concrete",0.5,"No_elevator","Ownership < 5y","No_Subway","FaXing",46692
"294779",294779,116.3535,39.92934,1111027374173,"2016-05-24",7,19,455,80233,56.71,3,1,1,1,5,"Plate",1977,"Simplicit","Mixed",0.333,"No_elevator","Ownership < 5y","Has_Subway","XiCheng",102066
"131679",131679,116.457617,39.891517,1111027376789,"2013-03-25",7,1,205,34906,58.73,1,1,1,1,24,"Plate/Tower",2008,"Other","Steel/Concrete",0.333,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",65985
"152664",152664,116.422627,39.968388,1111027380896,"2015-04-21",7,17,270,40651,66.42,3,1,1,1,6,"Plate",1976,"Rough","Mixed",0.333,"No_elevator","Ownership < 5y","Has_Subway","ChaoYang",66177
"183860",183860,116.429963,39.963815,1111027375199,"2011-12-09",7,0,270,30578,88.3,2,1,1,1,21,"Tower",2006,"Other","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","Has_Subway","DongCheng",94271
"5808",5808,116.5038376,39.9307251,1111027374762,"2016-09-12",138,12,990,67897,145.81,2,2,1,2,32,"Tower",2011,"Hardcover","Steel/Concrete",0.167,"No_elevator","Ownership > 5y","No_Subway","ChaoYang",86411
"236154",236154,116.3444,39.98774,1111027377632,"2014-10-09",7,1,470,75807,62,2,1,1,1,6,"Plate",1995,"Hardcover","Brick/Concrete",0.5,"No_elevator","Ownership < 5y","Has_Subway","HaiDian",114029
"283804",283804,116.3482,39.93833,1111027376419,"2015-02-09",7,5,533,63772,83.58,2,1,1,0,6,"Plate",2002,"Simplicit","Mixed",0.333,"No_elevator","Ownership < 5y","Has_Subway","XiCheng",97697
"22732",22732,116.233846,39.905003,1111027380227,"2016-08-07",10,6,251.6,38401,65.52,2,1,1,1,6,"Plate",1994,"Hardcover","Mixed",0.333,"No_elevator","Ownership > 5y","No_Subway","ShiJingShan",48951
"127684",127684,116.59088,39.924096,1111027375124,"2012-12-28",7,3,125,23590,52.99,1,1,1,1,6,"Plate",1996,"Other","Brick/Concrete",0.5,"No_elevator","Ownership < 5y","No_Subway","ChaoYang",50845
"154222",154222,116.601064,40.051325,1111027382163,"2015-04-12",1,1,95.5,21710,43.99,1,1,1,1,6,"Plate",1989,"Hardcover","Mixed",0.333,"No_elevator","Ownership > 5y","No_Subway","ChaoYang",37296
"108857",108857,116.430012,40.066244,1111027380045,"2016-03-02",7,31,355,16423,216.17,5,1,1,3,6,"Plate",2000,"Hardcover","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","ChangPing",39940
"209260",209260,116.438986,39.853197,1111027382725,"2013-01-05",7,2,105,27323,38.43,1,1,1,1,17,"Plate/Tower",2004,"Other","Steel/Concrete",0.25,"Has_Elevator","Ownership > 5y","Has_Subway","FengTai",48897
"128484",128484,116.484608,39.995966,1111027381858,"2013-01-27",7,0,154.5,27644,55.89,1,0,1,1,29,"Tower",2006,"Other","Steel/Concrete",0.25,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",40350
"295948",295948,116.5123,39.77436,1111042955764,"2016-02-21",1,6,390,29575,131.87,3,2,1,2,11,"Plate",2012,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","No_Subway","DaXing",45617
"8522",8522,116.445582,39.974979,1111027380573,"2016-06-24",33,100,530,56192,94.32,3,1,1,1,8,"Plate",2000,"Simplicit","Steel/Concrete",0.5,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",66102
"281807",281807,116.3719,39.87697,1111027380157,"2016-01-17",7,41,689,45285,152.15,3,1,1,2,24,"Tower",1999,"Hardcover","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","No_Subway","XiCheng",80133
"63466",63466,116.347007,40.004589,1111027373961,"2017-02-23",1,0,500,77520,64.5,2,1,1,1,6,"Plate",1996,"Hardcover","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","HaiDian",77187
"98653",98653,116.330365,40.065703,1111027377089,"2015-03-08",7,17,289,19956,144.82,3,2,1,2,6,"Plate",2000,"Rough","Brick/Concrete",0.5,"No_elevator","Ownership < 5y","No_Subway","ChangPing",47487
"206167",206167,116.374708,39.854229,1111027377509,"2011-11-10",7,0,106.6,21610,49.33,1,1,1,1,6,"Plate",1998,"Other","Mixed",0.333,"No_elevator","Ownership > 5y","Has_Subway","FengTai",56242
"242647",242647,116.3026,39.92383,1111027376610,"2015-05-16",1,0,355,59236,59.93,2,1,1,1,20,"Tower",1993,"Simplicit","Steel/Concrete",0.222,"Has_Elevator","Ownership < 5y","Has_Subway","HaiDian",101934
"138848",138848,116.468592,40.028148,1111027376129,"2014-01-08",7,9,365,38950,93.71,2,2,1,1,29,"Plate/Tower",2008,"Other","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",74926
"106948",106948,116.34663,40.096608,1111027378138,"2015-11-07",1,10,264.5,33777,78.31,2,1,1,1,6,"Plate",2004,"Hardcover","Mixed",0.333,"Has_Elevator","Ownership < 5y","Has_Subway","ChangPing",48298
"48716",48716,116.460032,39.879667,1111027375352,"2017-02-20",87,33,420,60958,68.9,2,1,1,1,18,"Tower",1995,"Other","Steel/Concrete",0.2,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",55722
"46190",46190,116.426125,39.99076,1111027375354,"2016-11-20",12,2,618,69353,89.11,3,1,1,1,16,"Tower",1994,"Simplicit","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",70719
"172603",172603,116.462116,39.973094,1111027377484,"2016-01-06",7,4,950,59132,160.66,3,2,1,2,15,"Plate/Tower",2004,"Hardcover","Steel/Concrete",0.667,"Has_Elevator","Ownership < 5y","No_Subway","ChaoYang",90017
"54091",54091,116.315445,40.074203,1111047349969,"2017-01-09",13,17,509,54649,93.14,2,1,1,1,28,"Plate/Tower",2014,"Rough","Steel/Concrete",0.667,"Has_Elevator","Ownership > 5y","No_Subway","ChangPing",45536
"198479",198479,116.446449,39.812275,1111027378938,"2013-07-23",7,0,175,24452,71.57,2,1,1,1,6,"Plate",1995,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","FaXing",41347
"54011",54011,116.430966,40.05675,1111041153546,"2017-02-21",57,27,950,79900,118.9,3,2,1,2,27,"Plate/Tower",2012,"Rough","Steel/Concrete",1,"Has_Elevator","Ownership > 5y","No_Subway","ChaoYang",75110
"169587",169587,116.433365,40.048629,1111027376260,"2015-12-26",1,6,289,35517,81.37,2,1,1,1,13,"Plate",1999,"Simplicit","Steel/Concrete",0.5,"No_elevator","Ownership < 5y","No_Subway","ChaoYang",50643
"277247",277247,116.3834,39.89038,1111027382705,"2012-09-06",7,0,419,47127,88.91,2,1,1,1,18,"Plate/Tower",2009,"Other","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","Has_Subway","XiCheng",119332
